"[13101112726A]등급별","등급별","[13101112726B]도매시장별","도매시장별","[Item]항목","항목","단위","2016. 04 월","2016. 03 월","2016. 02 월","2016. 01 월","2015. 12 월","2015. 11 월","2015. 10 월","2015. 09 월","2015. 08 월","2015. 07 월","2015. 06 월","2015. 05 월","2015. 04 월","2015. 03 월","2015. 02 월","2015. 01 월","2014. 12 월","2014. 11 월","2014. 10 월","2014. 09 월","2014. 08 월","2014. 07 월","2014. 06 월","2014. 05 월","2014. 04 월","2014. 03 월","2014. 02 월","2014. 01 월","2013. 12 월","2013. 11 월","2013. 10 월","2013. 09 월","2013. 08 월","2013. 07 월","2013. 06 월","2013. 05 월","2013. 04 월","2013. 03 월","2013. 02 월","2013. 01 월","2012. 12 월","2012. 11 월","2012. 10 월","2012. 09 월","2012. 08 월","2012. 07 월","2012. 06 월","2012. 05 월","2012. 04 월","2012. 03 월","2012. 02 월","2012. 01 월","2011. 12 월","2011. 11 월","2011. 10 월","2011. 09 월","2011. 08 월","2011. 07 월","2011. 06 월","2011. 05 월","2011. 04 월","2011. 03 월","2011. 02 월","2011. 01 월",
"13102112726A.008","1C","13102112726B.002","농협서울","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","484","980",
"13102112726A.008","1C","13102112726B.002","농협서울","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6643","6337",
"13102112726A.008","1C","13102112726B.003","(주)협진","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.008","1C","13102112726B.003","(주)협진","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.008","1C","13102112726B.004","협신식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","569","780","749","385","344",
"13102112726A.008","1C","13102112726B.004","협신식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7628","6243","6994","7147","7402",
"13102112726A.008","1C","13102112726B.005","동원산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.008","1C","13102112726B.005","동원산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.008","1C","13102112726B.006","부경축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","610","1060","773","234","525",
"13102112726A.008","1C","13102112726B.006","부경축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7072","5628","6251","5679","5698",
"13102112726A.008","1C","13102112726B.007","신흥산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301","324","389","716","847",
"13102112726A.008","1C","13102112726B.007","신흥산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6582","5412","6131","5174","5338",
"13102112726A.008","1C","13102112726B.008","삼성식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342","539","441","136","163",
"13102112726A.008","1C","13102112726B.008","삼성식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7578","6182","7020","6804","6757",
"13102112726A.008","1C","13102112726B.009","삼호축산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177","179","153","101","143",
"13102112726A.008","1C","13102112726B.009","삼호축산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6593","5523","6150","5681","5403",
"13102112726A.008","1C","13102112726B.010","장원식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0",
"13102112726A.008","1C","13102112726B.010","장원식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.008","1C","13102112726B.011","제주축협","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","385","392","363","241","597",
"13102112726A.008","1C","13102112726B.011","제주축협","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6784","6044","6342","5769","5690",
"13102112726A.008","1C","13102112726B.012","농협부천","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","619","778","612","262","409",
"13102112726A.008","1C","13102112726B.012","농협부천","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7087","5659","6701","6509","6313",
"13102112726A.008","1C","13102112726B.013","농협고령","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264","292","339","593","901",
"13102112726A.008","1C","13102112726B.013","농협고령","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6680","5721","6294","5264","5403",
"13102112726A.008","1C","13102112726B.014","농협나주","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","132","111","179","271",
"13102112726A.008","1C","13102112726B.014","농협나주","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6734","5667","6250","5504","5711",
"13102112726A.008","1C","13102112726B.015","김해축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","612","1019","882","1169","591",
"13102112726A.008","1C","13102112726B.015","김해축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7258","5722","6289","5922","5640",
"13102112726A.008","1C","13102112726B.016","도드람","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205","374","105","4","92",
"13102112726A.008","1C","13102112726B.016","도드람","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6902","5547","6217","6215","5339",
"13102112726A.008","1C","13102112726B.017","익산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","58","68","138","302",
"13102112726A.008","1C","13102112726B.017","익산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6957","5700","6610","6169","6192",
"13102112726A.008","1C","13102112726B.018","농협음성","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","596","890","678","","0",
"13102112726A.008","1C","13102112726B.018","농협음성","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7267","5793","6757","","",
"13102112726A.009","1D","13102112726B.001","전체","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4154","8173","6589","5573","5074",
"13102112726A.009","1D","13102112726B.001","전체","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6766","5363","6142","5573","5607",
"13102112726A.009","1D","13102112726B.002","농협서울","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377","739",
"13102112726A.009","1D","13102112726B.002","농협서울","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6471","6236",
